Aladdin.txt
Nombre; Palabras
CHORUS OF WOMEN;6
ALADDIN;1855
OLD MAN;130
BEE;45
CAVE VOICE;17
BOTH;42
WOMAN;8
CROWD;11
GAZEEM;31
GUARDS;14
GUARD;75
CHORUS OF MEN;5
ALADDIN and JASMINE;6
WOMEN;15
SULTAN;600
JUNE;6
IAGO;481
SWORDSMEN;5
ABU;54
HARRY;5
GENIE;1500
LADY;6
PRINCE;45
FLAMINGO;1
MAJOR;112
JAFAR;998
CAVE;36
JASMINE;718
CHORUS;39
PROPRIETOR;68
MEN'S CHORUS;4
MARCHERS;5
