Frankenweenie.txt
Nombre; Palabras
GYM TEACHER;70;
BOB'S MOTHER;23;
WEIRD GIRL;106;
BOB AND TOSHIAKI;1;
SECOND MOTHER;65;
ANOTHER MOTHER;17;
BOB;152;
MR. BURGEMEISTER;3;
DAD;417;
BURGEMEISTER;183;
ARMY FIGURE;5;
NASSOR;147;
MR. RZYKRUSKI;432;
TOSHIAKI;133;
ANOTHER FATHER;37;
E;301;
ELSA;180;
FIREFIGHTER;5;
PET STORE OWNER;8;
SECOND WOMAN;6;
CHILDREN;1;
VICTOR;654;
FIRST WOMAN;32;
MOM;276;
DAD AND MOM;1;
BOB'S MOM;2;
VICTOR;2;
