TheLionKing.txt
Nombre; Palabras
Sarabi;95
FS;155
Sarafina;5
Nala;478
Banzai;313
All three;6
Nala and Simba;1
BS;17
Simba and Nala;6
Timon;897
Mufasa;447
Pumbaa and Timon;18
Shenzi and Banzai;9
Random Lioness;1
Zazu and Scar;10
Both;4
Hyenas;14
Banzai and Shenzi;1
Chorus;45
Simba and Timon;3
Zazu;685
Shenzi;268
Timon and Pumbaa;7
All Hyenas;8
Pumbaa;316
Scar;1156
Gopher;6
Rafiki;207
MS;10
Simba;1342
