BeautyAndTheBeast.txt
Nombre; Palabras
NARRATOR;245;
GASTON;888;
BELLE;1151;
CHIP;64;
OLD MAN;1;
COGSWORTH;651;
BYSTANDERS;1;
BARBER;7;
BEAST;508;
D'ARQUE;64;
MUGS;10;
MAURICE;518;
LEFOU;329;
OLD CRONIES;30;
OBJECTS;15;
WRESTLER;8;
WOMEN;5;
MERCHANT;19;
BOTH;17;
BOOKSELLER;29;
BAKER;15;
DRIVER;5;
PIERRE;2;
WARDROBE;69;
PRINCE;11;
BIMBETTES;37;
TOWNSFOLK;24;
ALL;141;
MEN;33;
CHORUS;37;
LUMIERE;619;
MOB;123;
FEATHERDUSTER;29;
