HighSchoolMusical3.txt
Nombre; Palabras
CHAD;272;
SHARPAY;548;
MRS. MONTEZ;28;
TAYLOR;243;
TEAM;3;
GABRIELLA;592;
JIMMIE AND THE TEAM;6;
MRS. DANFORTH;15;
TROY & GABRIELLA;2;
COACH BOLTON;194;
MR. DANFORTH;13;
DONNY;39;
COACH KELLOG;33;
TROY;1120;
MRS. BOLTON;35;
KELSI;125;
MR. RILEY;29;
TIARA;250;
JIMMIE;191;
JASON;30;
RYAN;123;
MISS DARBUS;693;
MARTHA;16;
ZEKE;55;
