LittleMermaid.txt
Nombre; Palabras
Grimsby;412
Ursula;1108
Ariel;885
Flounder;347
riel;5
Sailors;55
Ariel and Flounder;1
Triton's daughters;7
Scuttle;551
Seahorse;63
Louis;238
Flotsam and Jetsam;17
Carlotta;103
Priest;31
Jetsam;37
Sebastian;1478
Disclaimer;62
Triton;457
All;29
Flotsam;21
Vanessa;51
Sailor;7
Andrina;24
Great father who loves us and named us well;48
Atina;10
Eric;476
