HunchbackOfNotreDame.txt
Nombre; Palabras
CLOPIN;683;
ARCHDEACON;152;
HUGO;371;
GYPSY MOTHER;8;
BOATMAN;7;
WOMAN;7;
FROLLO;1501;
OLD PRISONER;12;
MAN;17;
GARGOYLES;5;
QUASIMODO;1237;
LAVERNE;301;
PARISHIONERS;34;
ALL;46;
CROWD;57;
PEOPLE;38;
MILLER;25;
ESMERALDA;837;
GYPSIES;10;
GYPSY;3;
GUARD;26;
PUPPET;12;
PHOEBUS;697;
VICTOR;271;
