GuardiansOfTheGalaxyVol2.txt
Nombre; Palabras
ALETA;9
ROCKET;1345
AYESHA;205
STAKAR;154
GRANDPA QUILL;3
MARTINEX;9
MAINFRAME;4
EGO;1419
HALF-NUT;7
TASERFACE;100
ADMIRAL;39
RETCH;24
OFFICER FITZGIBBON;18
MEREDITH;49
TALL RAVAGER;1
TULLK;20
KRAGLIN;191
MONSTROUS RAVAGER;102
ADOLESCENT GROOT;3
OBLO;25
DRAX;744
GROOT;48
GAMORA;1014
YONDU;822
MYSTERIOUS MAN;49
CHAMBERMAID;14
NEBULA;491
STAN LEE;17
MANTIS;467
SCURRILOUS RAVAGER;2
PROPRIETOR;3
BRAHL;10
FRIGHTENED PILOT;10
QUILL;1873
