TheSleepingBeauty.txt
Nombre; Palabras
2nd servant;2
Stefan;207
Flora;820
Hubert;447
Owl;4
Announcer;40
Phillip;164
Queen;8
Fairies;25
Choir;231
1st servant;23
Narrator;333
Both;17
Servants;3
Maleficent;542
Merryweather;427
Fauna;407
Briar Rose;399
