BeautyAndTheBeastTheEnchantedChristmas.txt
Nombre; Palabras
BELLE;926;
HAG;12;
FORTE;895;
FI-FI;10;
VILLAGERS;97;
OIL BUCKET;10;
LUMIERE;608;
THE ORNAMENTS;12;
BEAST;294;
BELLE/CHORUS;22;
LUMIERE/COGSWORTH;30;
SERVANT;1;
WINE GLASSES;10;
COGSWORTH;483;
CHORUS;8;
AXE;170;
MRS. POTTS;311;
ANGELIQUE;222;
ALL;2;
FIFE;164;
SPOKEN;16;
CHIP;352;
ENCHANTRESS;33;
ANGELIQUE/BELLE;18;
LUMIERE/COGSWORTH/BELLE;7;
PRINCE;61;
YOUNG PRINCE;4;
